Segmented Element,POS,Dependecies
材料,NOUN,compound:nn
供應,NOUN,compound:nn
廠,NOUN,dep
有,VERB,conj
中德,PROPN,compound:nn
"
",SPACE,punct
電子,NOUN,conj
、,PUNCT,punct
台灣,PROPN,name
信,PROPN,conj
越,PROPN,case
、,PUNCT,punct
台灣,PROPN,name
小松,PROPN,conj
、,PUNCT,punct
合晶,PROPN,compound:nn
科技,NOUN,conj
、,PUNCT,punct
中,PROPN,name
美,PROPN,name
矽晶,PROPN,conj
、,PUNCT,punct
漢磊,PROPN,conj
、,PUNCT,punct
嘉晶,PROPN,conj
、,PUNCT,punct
昇陽,PROPN,compound:nn
科技,NOUN,conj
、,PUNCT,punct
金,PUNCT,appos
"
",SPACE,punct
敏晶,PROPN,conj
研及,CCONJ,cc
尚志,PROPN,compound:nn
半導體,NOUN,dep
等,PART,etc
10,NUM,nmod:range
家,NUM,mark:clf
，,PUNCT,punct
主要,ADV,advmod
以,ADP,case
供應,VERB,nmod:prep
8,NUM,nummod
吋及,CCONJ,mark:clf
6,NUM,dep
吋以,PART,mark:clf
下磊,PART,case
晶片,NOUN,conj
、,PUNCT,punct
拋光片,NOUN,conj
、,PUNCT,punct
研,NOUN,dep
"
",SPACE,punct
磨片,NOUN,conj
與,CCONJ,cc
再生,ADJ,amod
矽晶,NOUN,compound:nn
圓片,NOUN,dobj
為主,VERB,conj
。,PUNCT,punct
目前,NOUN,nmod:tmod
國內,NOUN,nmod:assmod
的,PART,case
矽晶,NOUN,compound:nn
圓片,NOUN,compound:nn
主流,ADJ,amod
尺寸,NOUN,nsubj
為,VERB,ROOT
8,NUM,nummod
吋及,CCONJ,mark:clf
12,NUM,dep
吋,NUM,mark:clf
，,PUNCT,punct
8,NUM,nummod
吋部,NUM,mark:clf
"
",SPACE,dep
份,NOUN,nsubj
主要,ADV,advmod
為台,PROPN,name
灣信,PROPN,name
越,PROPN,conj
、,PUNCT,punct
SUMCO,PUNCT,conj
、,PUNCT,punct
中德,PROPN,compound:nn
電子,NOUN,conj
、,PUNCT,punct
Wacker,PUNCT,conj
與,CCONJ,cc
台灣,PROPN,name
小松,PROPN,conj
；,PUNCT,punct
12,NUM,nummod
吋,NUM,mark:clf
矽晶,NOUN,compound:nn
圓片,NOUN,nsubj
仍,ADV,advmod
"
",SPACE,nsubj
多,ADV,advmod
仰賴,VERB,conj
進口,NOUN,dobj
，,PUNCT,punct
主要,ADV,advmod
為台,PROPN,cop
灣信,PROPN,punct
越,PROPN,conj
、,PUNCT,punct
SUMCO,PUNCT,conj
與,CCONJ,cc
Wacker,PUNCT,punct
。,PUNCT,punct
至於,ADP,case
國內,NOUN,nmod:assmod
的,PART,case
12,NUM,nummod
吋,NUM,mark:clf
矽晶,NOUN,compound:nn
圓片,NOUN,compound:nn
"
",SPACE,case
生產廠,NOUN,nmod:prep
，,PUNCT,punct
中德,PROPN,compound:nn
電子,NOUN,nsubj
於,ADP,case
2006,NOUN,compound:nn
年,PUNCT,punct
8,NOUN,compound:nn
月,NOUN,compound:nn
30,NOUN,compound:nn
日落,NOUN,nmod:prep
成啟,VERB,ROOT
用,VERB,compound:vc
，,PUNCT,punct
台灣,PROPN,name
小松,PROPN,nsubj
則於,ADP,case
2006,NOUN,compound:nn
年,PUNCT,punct
11,NOUN,compound:nn
月,NOUN,nmod:prep
完,VERB,conj
"
",SPACE,punct
工,VERB,conj
投產,VERB,compound:vc
。,PUNCT,punct
矽晶,NOUN,compound:nn
圓片,NOUN,nmod:assmod
的,PART,case
主要,ADJ,amod
製造,NOUN,compound:nn
流程,NOUN,nsubj
如圖,ADP,case
4.1,NUM,dep
-,PUNCT,cc
1,NUM,nmod:prep
所示,VERB,ROOT
，,PUNCT,punct
我,PRON,compound:nn
國,NOUN,nsubj
供應,VERB,acl
半導體,NOUN,compound:nn
產業,NOUN,dobj
使用,VERB,conj
之,PART,mark
矽,NOUN,compound:nn
晶,NOUN,compound:nn
"
",SPACE,compound:nn
圓片,NOUN,compound:nn
材料,NOUN,compound:nn
製造,NOUN,compound:nn
廠,NOUN,dep
中,PART,case
，,PUNCT,punct
中德,PROPN,compound:nn
電子,NOUN,conj
與,CCONJ,cc
台灣,PROPN,name
小松,PROPN,nsubj
屬於,VERB,conj
具有,VERB,acl
全,DET,det
製程,NOUN,dobj
的,PART,mark
晶圓,NOUN,compound:nn
製,NOUN,compound:nn
造廠,NOUN,dobj
（,PUNCT,punct
由,ADP,case
長,PROPN,dep
"
",SPACE,dep
晶,NOUN,conj
、,PUNCT,punct
拉晶,NOUN,conj
、,PUNCT,punct
切片,NOUN,conj
、,PUNCT,punct
研磨,NOUN,conj
、,PUNCT,punct
拋光,NOUN,conj
、,PUNCT,punct
清洗,NOUN,compound:nn
等,PART,etc
一,ADJ,amod
貫,ADJ,amod
製程,NOUN,parataxis:prnmod
）,PUNCT,punct
；,PUNCT,punct
其他,DET,det
公司,NOUN,nsubj
則從,VERB,conj
事矽,VERB,compound:nn
晶圓,NOUN,compound:nn
製造,NOUN,dobj
"
",SPACE,compound:nn
之後,NOUN,compound:nn
段,NOUN,compound:nn
製程,NOUN,dobj
（,PUNCT,punct
研磨,VERB,parataxis:prnmod
、,PUNCT,punct
拋光,VERB,dep
、,PUNCT,punct
清洗,NOUN,dep
）,PUNCT,punct
；,PUNCT,compound:nn
磊晶,NOUN,compound:nn
圓片,NOUN,nsubj
則用,VERB,ROOT
在,ADP,case
LED,PUNCT,conj
、,PUNCT,punct
通訊,NOUN,compound:nn
等,PART,etc
半,NOUN,compound:nn
導體,NOUN,compound:nn
元件,NOUN,nmod:prep
，,PUNCT,ROOT
"
",SPACE,compound:nn
磊晶,NOUN,compound:nn
圓片,NOUN,nsubj
係,VERB,cop
由,ADP,case
單晶,NOUN,compound:nn
圓片,NOUN,compound:nn
再,ADV,det
磊晶,NOUN,nmod:prep
(Epita,PUNCT,punct
xy,PUNCT,parataxis:prnmod
),PUNCT,punct
而,PART,aux:prtmod
成,VERB,ROOT
。,PUNCT,ROOT
由,ADP,case
於矽,ADP,compound:nn
晶圓,NOUN,compound:nn
材料,NOUN,nsubj
是,VERB,cop
整個,DET,det
積體,NOUN,compound:nn
電路,NOUN,compound:nn
產業,NOUN,nmod:assmod
的,PART,case
上游,NOUN,compound:nn
材料,NOUN,nmod:prep
，,PUNCT,punct
以,ADP,case
產品,NOUN,compound:nn
生命,NOUN,compound:nn
週期,NOUN,nmod:assmod
的,PART,case
觀點,NOUN,nmod:prep
來,PUNCT,punct
"


 
",SPACE,nmod:prep
-,PUNCT,dep
23,NUM,parataxis:prnmod
-,PUNCT,punct
"

",SPACE,punct
看,VERB,dep
，,PUNCT,punct
若,PUNCT,punct
能,VERB,aux:modal
掌握,VERB,dep
此,DET,det
材料,NOUN,nmod:assmod
的,PART,case
環境,NOUN,compound:nn
特性,NOUN,compound:nn
資料,NOUN,dobj
，,PUNCT,punct
將有,ADV,advmod
助於,VERB,ROOT
整個,DET,det
積體,ADJ,compound:nn
電路,NOUN,compound:nn
產業,NOUN,compound:nn
各,DET,dep
項,NUM,mark:clf
產品,NOUN,compound:nn
環境,NOUN,compound:nn
"
",SPACE,ROOT
負荷,NOUN,nmod:assmod
之,PART,case
計算,NOUN,dobj
，,PUNCT,punct
並,CCONJ,cc
做,VERB,conj
為,VERB,ccomp
清潔,ADJ,amod
生產,NOUN,nmod:assmod
的,PART,case
依據,NOUN,dobj
。,PUNCT,ROOT
圖,NOUN,nmod:assmod
4.1,NUM,dep
-,PUNCT,punct
1,NUM,dep
矽晶,NOUN,compound:nn
圓片,NOUN,dep
的,PART,case
主要,ADJ,amod
製造,NOUN,compound:nn
流程,NOUN,conj
及,CCONJ,cc
晶圓片,NOUN,compound:nn
類別,ADJ,amod
"

 

",SPACE,nmod:assmod
矽晶,NOUN,compound:nn
圓片,NOUN,nmod:assmod
的,PART,case
前段,NOUN,compound:nn
製程,NOUN,nsubj
主要,ADV,advmod
有,VERB,ROOT
有,VERB,dep
長晶,NOUN,conj
、,PUNCT,punct
拉晶,NOUN,conj
及,CCONJ,cc
切片,NOUN,dobj
，,PUNCT,punct
目前,NOUN,nmod:tmod
生長,VERB,acl
矽,NOUN,compound:nn
單晶,NOUN,dobj
的,PART,mark
技術,NOUN,nsubj
主,ADV,advmod
"
",SPACE,nsubj
要,ADV,advmod
有,VERB,conj
柴氏,PROPN,compound:nn
法(,NOUN,dep
Czochralski,PUNCT,parataxis:prnmod
",",PUNCT,punct
CZ),PUNCT,punct
及,CCONJ,cc
區熔法,NOUN,dobj
(,PUNCT,punct
Float,PUNCT,parataxis:prnmod
Zone),PUNCT,punct
兩種,NUM,mark:clf
，,PUNCT,punct
其中,NOUN,dep
直拉法,NOUN,conj
約佔,ADV,conj
85%,NUM,nmod:range
。,PUNCT,punct
無,VERB,conj
"
",SPACE,nmod:assmod
論直,ADJ,amod
拉法,NOUN,conj
或,CCONJ,cc
區熔法,NOUN,dobj
，,PUNCT,punct
矽晶,NOUN,compound:nn
圓片,NOUN,compound:nn
前段,NOUN,compound:nn
製程,NOUN,nmod:assmod
的,PART,case
環境,NOUN,compound:nn
考量,NOUN,dep
主要,ADV,advmod
都,PUNCT,punct
是,VERB,cop
在,ADP,case
熔化,NOUN,compound:nn
階段,NOUN,nmod
的,PART,case
能源,NOUN,compound:nn
消,NOUN,dep
"
",SPACE,punct
耗及,NOUN,cc
全球,NOUN,compound:nn
溫暖化,NOUN,compound:nn
議題,NOUN,ROOT
（,PUNCT,punct
即,VERB,cop
二氧化碳,NOUN,compound:nn
排放,NOUN,compound:nn
情形,NOUN,parataxis:prnmod
）,PUNCT,punct
。,PUNCT,punct
以下,ADV,advmod
以,ADP,case
矽晶,NOUN,compound:nn
圓片,NOUN,nmod:assmod
的,PART,case
後段,NOUN,compound:nn
製程,NOUN,nmod:prep
，,PUNCT,punct
說,PUNCT,punct
"
",SPACE,punct
明其,PRON,ROOT
產品,NOUN,compound:nn
生命,NOUN,compound:nn
週期,NOUN,compound:nn
環境,NOUN,compound:nn
特性,NOUN,compound:nn
分析,NOUN,conj
及,CCONJ,cc
結果,NOUN,dobj
。,PUNCT,ROOT
"

",SPACE,ROOT
矽晶,NOUN,compound:nn
圓片,NOUN,compound:nn
後段,NOUN,compound:nn
製程,NOUN,nmod:assmod
之,PART,case
產品,NOUN,compound:nn
生命,NOUN,compound:nn
週期,NOUN,compound:nn
環境,NOUN,compound:nn
特性,NOUN,compound:nn
分析,NOUN,nsubj
，,PUNCT,punct
係台,PROPN,cop
灣信,PROPN,compound:nn
越,PROPN,compound:nn
半,NOUN,compound:nn
導體,NOUN,compound:nn
公司,NOUN,nsubj
參,PUNCT,punct
"
",SPACE,punct
與經,NOUN,punct
濟部,NOUN,dep
九十,NUM,dep
年度,PUNCT,compound:nn
科技,NOUN,compound:nn
專案,NOUN,nmod:assmod
之,PART,case
清潔,NOUN,compound:nn
生產,NOUN,compound:nn
推廣,NOUN,compound:nn
計畫,NOUN,ROOT
，,PUNCT,punct
期望,VERB,conj
藉此,DET,case
機會,NOUN,nmod:prep
掌握,VERB,ccomp
該,DET,det
公司,NOUN,compound:nn
八,NUM,nummod
吋,NUM,mark:clf
"
",SPACE,dobj
矽晶,NOUN,compound:nn
圓產品,NOUN,nmod:assmod
的,PART,case
環境,NOUN,compound:nn
特性,NOUN,compound:nn
資訊,NOUN,dobj
。,PUNCT,dobj
此,DET,det
環境,NOUN,compound:nn
特性,NOUN,compound:nn
資訊,NOUN,nsubj
除了,ADP,case
可以,VERB,aux:modal
做為,VERB,nmod:prep
公司,NOUN,compound:nn
未,ADV,advmod
來,PUNCT,punct
清潔,ADJ,amod
生產,NOUN,dep
及,CCONJ,cc
"
",SPACE,dep
持續,ADV,advmod
改善,VERB,conj
的,PART,mark
參考,NOUN,compound:nn
依據,NOUN,dobj
之外,PART,case
，,PUNCT,punct
更,PUNCT,nsubj
可,VERB,aux:modal
提供,VERB,ROOT
給下,NOUN,compound:nn
游半,NOUN,compound:nn
導體,NOUN,compound:nn
晶片,NOUN,compound:nn
製造商,NOUN,dobj
使用,VERB,ccomp
。,PUNCT,punct
本案,NOUN,nmod:assmod
例,PUNCT,compound:nn
台灣,PROPN,compound:nn
"
",SPACE,compound:nn
信,PROPN,compound:nn
越,PROPN,compound:nn
半,NOUN,compound:nn
導體,NOUN,compound:nn
公司,NOUN,nsubj
位,VERB,ROOT
於新,PROPN,nmod:assmod
竹縣,PROPN,nmod:assmod
科學,NOUN,compound:nn
工業,NOUN,compound:nn
園區,NOUN,nmod:prep
，,PUNCT,punct
為,VERB,cop
一,NUM,dep
專業,ADJ,amod
的,PART,case
矽晶,NOUN,compound:nn
圓材,NOUN,compound:nn
料生產,NOUN,compound:nn
公司,NOUN,conj
。,PUNCT,punct
該,DET,det
"
",SPACE,ROOT
公司,NOUN,compound:nn
主要,ADJ,amod
的,PART,case
產品,NOUN,nsubj
為,VERB,cop
八,NUM,nummod
吋,NUM,mark:clf
矽晶,NOUN,compound:nn
圓拋,NOUN,compound:nn
光片,NOUN,ccomp
，,PUNCT,punct
屬,VERB,conj
矽晶,NOUN,compound:nn
圓片,NOUN,compound:nn
製造,NOUN,compound:nn
之後,NOUN,compound:nn
段,NOUN,compound:nn
製程,NOUN,dobj
，,PUNCT,punct
圖,NOUN,dep
4.1,NUM,dep
-2,NUM,nsubj
為,VERB,cop
"
",SPACE,punct
簡要,VERB,amod
的,PART,mark
製造,NOUN,compound:nn
流程,NOUN,conj
。,PUNCT,punct
環境,NOUN,compound:nn
特性,NOUN,compound:nn
分析,NOUN,nsubj
係,VERB,cop
以,ADP,case
生命,NOUN,compound:nn
週期,NOUN,nsubj
評估,VERB,acl
的,PART,dep
方式,NOUN,nmod:prep
進行,VERB,ROOT
，,PUNCT,punct
整個,DET,det
作業,NOUN,compound:nn
流程,NOUN,nsubj
如,ADP,case
"
",SPACE,nmod:prep
圖,NOUN,appos
4.1,NUM,dep
-3,NUM,amod:ordmod
所示,VERB,conj
。,PUNCT,punct
以下,ADV,advmod
詳細,ADV,advmod
說明該,VERB,ROOT
公司,NOUN,nmod:assmod
之,PART,case
環,NOUN,compound:nn
境特性,NOUN,compound:nn
分析,NOUN,nmod:assmod
之,PART,case
作業,NOUN,compound:nn
方式,NOUN,dobj
。,PUNCT,punct
1.,PUNCT,dep
作,NOUN,compound:nn
業目,NOUN,compound:nn
的,NOUN,nmod:topic
"

",SPACE,punct
台,PROPN,compound:nn
灣信,PROPN,compound:nn
越,PROPN,compound:nn
半,NOUN,compound:nn
導體,NOUN,compound:nn
公司,NOUN,nmod
進行,VERB,acl
環境,NOUN,compound:nn
特性,NOUN,compound:nn
分析,NOUN,compound:nn
作業,NOUN,dobj
之,PART,mark
主要,ADJ,amod
目的,NOUN,nsubj
為掌,VERB,ROOT
握該,DET,det
公司,NOUN,dep
八,NUM,dep
"
",SPACE,dep
吋矽,NOUN,compound:nn
晶圓,NOUN,compound:nn
拋光片,NOUN,compound:nn
產品,NOUN,nmod:assmod
的,PART,case
環境,NOUN,compound:nn
負荷,NOUN,compound:nn
資料,NOUN,dobj
。,PUNCT,punct
2,NUM,dep
.,PUNCT,punct
作業,NOUN,compound:nn
範疇,NOUN,compound:nn
"

",SPACE,punct
長晶,NOUN,compound:nn
"
",SPACE,punct
磊晶,NOUN,nsubj
"
",SPACE,punct
拋光,VERB,compound:nn
"
",SPACE,punct
研磨,VERB,dep
"
",SPACE,punct
切割,VERB,conj
"
",SPACE,punct
拉晶,NOUN,dobj
"

",SPACE,punct
多,ADJ,amod
晶矽,NOUN,dep
"

 

",SPACE,compound:nn
磊,PUNCT,compound:nn
晶片,NOUN,compound:nn
"

 

",SPACE,punct
單晶,NOUN,amod
矽,NOUN,dep
"

 

",SPACE,punct
切,PUNCT,amod
割片,NOUN,compound:nn
"

 

",SPACE,punct
研磨片,NOUN,compound:nn
"

 

",SPACE,punct
拋光片,NOUN,ROOT
"

 


 
",SPACE,punct
-,PUNCT,punct
24,NUM,conj
-,PUNCT,ROOT
"

",SPACE,punct
本,DET,det
作業,NOUN,compound:nn
主要,ADJ,amod
的,PART,case
研究,NOUN,compound:nn
對象,NOUN,nsubj
為,VERB,cop
八,NUM,nummod
吋,NUM,mark:clf
矽晶,NOUN,compound:nn
圓拋,NOUN,compound:nn
光片,NOUN,ROOT
，,PUNCT,punct
此,DET,det
矽,NOUN,compound:nn
晶圓,NOUN,nsubj
係為,VERB,cop
下游,NOUN,compound:nn
晶片,NOUN,compound:nn
製造,NOUN,compound:nn
"
",SPACE,punct
廠,NOUN,nmod:assmod
之,PART,case
主要,ADJ,amod
材料,NOUN,conj
‧,PUNCT,punct
本,DET,det
作,NOUN,compound:nn
業,NOUN,nmod:assmod
之,PART,case
研究,NOUN,compound:nn
範疇,NOUN,nsubj
為搖,NOUN,conj
籃到,VERB,conj
大門,NOUN,dobj
，,PUNCT,punct
亦,ADV,advmod
即,ADV,advmod
由,ADP,case
原料,ADJ,nmod:prep
製造,VERB,conj
到,ADP,case
產品,NOUN,compound:nn
離,PUNCT,nmod:prep
"
",SPACE,dep
開工,NOUN,dep
廠,NOUN,compound:nn
大門,NOUN,dobj
為止,VERB,conj
，,PUNCT,punct
產品,NOUN,compound:nn
離廠,NOUN,nmod
後,PART,case
之,PART,case
使用,NOUN,conj
、,PUNCT,punct
回用,NOUN,conj
、,PUNCT,punct
棄置,NOUN,nsubj
等,PART,etc
，,PUNCT,punct
皆不,ADV,advmod
在,VERB,conj
本,DET,det
作業,NOUN,compound:nn
範疇,NOUN,advmod:loc
之,PART,case
內,PART,case
。,PUNCT,punct
資料,NOUN,compound:nn
來源,NOUN,dep
：,PUNCT,punct
許順珠,PROPN,conj
、,PUNCT,punct
吳永俊,PROPN,conj
、,PUNCT,punct
溫正華,PROPN,conj
、,PUNCT,punct
許進發,PROPN,dep
，,PUNCT,punct
矽,NOUN,compound:nn
晶圓,NOUN,compound:nn
製造,NOUN,compound:nn
後段,NOUN,compound:nn
製程,NOUN,nmod:assmod
之,PART,case
環境,NOUN,compound:nn
特性,NOUN,compound:nn
分析,NOUN,dep
--,PUNCT,punct
半,NOUN,compound:nn
導體,NOUN,compound:nn
公司,NOUN,compound:nn
案,NOUN,ROOT
例說,PUNCT,ROOT
"

",SPACE,ROOT
明,NOUN,dep
：,PUNCT,punct
邁,VERB,acl
向,VERB,dep
清潔,ADJ,amod
生產,NOUN,nmod:assmod
之,PART,case
先期,NOUN,compound:nn
準備,NOUN,compound:nn
工作,NOUN,dep
，,PUNCT,punct
永續,ADJ,amod
產業,NOUN,compound:nn
發展,NOUN,compound:nn
雙月,NOUN,compound:nn
刊,NOUN,dep
，,PUNCT,punct
第一,NUM,dep
卷,NUM,mark:clf
，,PUNCT,punct
第一,NUM,dep
期,NUM,mark:clf
，,PUNCT,punct
民國,PROPN,dep
91,NOUN,dep
年,PUNCT,punct
2,NUM,dep
月,NOUN,ROOT
。,PUNCT,ROOT
圖,NOUN,ROOT
4.1,NUM,dep
-2,NUM,dep
矽晶,NOUN,compound:nn
圓拋,NOUN,compound:nn
光片,NOUN,nmod:assmod
之,PART,case
製造,VERB,acl
流程,NOUN,dobj
"

",SPACE,compound:nn
玻璃板,NOUN,dep
研磨,NOUN,nmod:tmod
"
",SPACE,dep
玻璃,NOUN,compound:nn
板浸,NOUN,compound:nn
泡,NOUN,compound:nn
"
",SPACE,dep
模板,NOUN,compound:nn
準備,NOUN,ROOT
"
",SPACE,det
模板,NOUN,nsubj
清洗,VERB,ccomp
"

",SPACE,compound:nn
待,VERB,acl
處理,NOUN,dobj
晶圓,NOUN,compound:nn
"

",SPACE,compound:nn
拋光機,NOUN,conj
或,CCONJ,cc
研磨機,NOUN,dobj
"

",SPACE,punct
包裝,NOUN,compound:nn
"

",SPACE,compound:nn
最,ADV,advmod
終檢,NOUN,amod
驗,NOUN,compound:nn
"

",SPACE,nmod:assmod
中間,NOUN,dep
檢驗,NOUN,nmod:assmod
"

",SPACE,compound:nn
晶圓,NOUN,compound:nn
預,ADJ,amod
清洗,NOUN,compound:nn
機,NOUN,dobj
"

",SPACE,compound:nn
晶圓,NOUN,compound:nn
清洗,NOUN,compound:nn
機,NOUN,ROOT
"

",SPACE,case
出貨,NOUN,dep
前,PART,case
抽驗,NOUN,compound:nn
區,NOUN,dep
"

",SPACE,punct
出貨,VERB,dep
"

",SPACE,nmod:prep
模板,NOUN,nsubj
堪,VERB,conj
"
",SPACE,nsubj
用,VERB,conj
選擇,NOUN,nmod:assmod
"

",SPACE,punct
是,ADV,advmod
"

",SPACE,punct
否,ADV,advmod
"
",SPACE,punct
＊,PUNCT,case
玻璃,NOUN,nsubj
板僅,ADV,advmod
在,ADP,case
平面,NOUN,compound:nn
磨,NOUN,dep
"
",SPACE,parataxis:prnmod
光機,NOUN,nmod:assmod
之,PART,case
第三,NUM,nummod
道,NUM,mark:clf
研磨,NOUN,ROOT
"
",SPACE,nmod:prep
時,PART,case
使用,VERB,ROOT
。,PUNCT,punct
＊,PUNCT,punct
有,VERB,ROOT
兩套,NUM,dep
平面,NOUN,compound:nn
磨光,NOUN,compound:nn
機,NOUN,compound:nn
"
",SPACE,punct
設備,NOUN,dobj
，,PUNCT,punct
一,NUM,nummod
套,NUM,mark:clf
設備,NOUN,nsubj
使用,VERB,conj
"
",SPACE,punct
TA,PUNCT,punct
-,NOUN,compound:nn
SA,PUNCT,conj
與,CCONJ,cc
FR,PUNCT,punct
-,NOUN,compound:nn
4,PROPN,nsubj
貼合,VERB,acl
"
",SPACE,nmod:assmod
之,PART,mark
陶瓷,NOUN,compound:nn
基板,NOUN,dobj
，,PUNCT,punct
另,DET,dep
一,NUM,dep
套,NUM,mark:clf
"
",SPACE,nsubj
則,ADV,advmod
使用,VERB,conj
WAX,PUNCT,dep
貼合,VERB,ccomp
"
",SPACE,punct
在,ADP,case
基板,NOUN,nmod:prep
上,PART,case
即可,ADV,advmod
，,PUNCT,punct
免去,VERB,conj
"
",SPACE,punct
清洗,NOUN,compound:nn
處理,NOUN,compound:nn
程序,NOUN,dobj
。,PUNCT,advmod:rcomp
"


 
",SPACE,punct
-,PUNCT,punct
25,NUM,dep
-,PUNCT,dobj
"

 

 

",SPACE,dep
資料,NOUN,dobj
來源,NOUN,dep
：,PUNCT,punct
許順珠,PROPN,conj
、,PUNCT,punct
吳永俊,PROPN,conj
、,PUNCT,punct
溫正華,PROPN,conj
、,PUNCT,punct
許進發,PROPN,dep
，,PUNCT,punct
矽,NOUN,compound:nn
晶圓,NOUN,compound:nn
製造,NOUN,compound:nn
後段,NOUN,compound:nn
製程,NOUN,nmod:assmod
之,PART,case
環境,NOUN,compound:nn
特性,NOUN,compound:nn
分析,NOUN,dobj
--,PUNCT,punct
半,NOUN,compound:nn
導體,NOUN,compound:nn
公司,NOUN,compound:nn
案,NOUN,dep
例說,PUNCT,ccomp
"

",SPACE,dobj
明,VERB,dobj
：,PUNCT,punct
邁,VERB,ccomp
向,VERB,ccomp
清潔,ADJ,amod
生產,NOUN,nmod:assmod
之,PART,case
先期,NOUN,compound:nn
準備,NOUN,compound:nn
工作,NOUN,dobj
，,PUNCT,punct
永續,ADJ,amod
產業,NOUN,compound:nn
發展,NOUN,compound:nn
雙月,NOUN,compound:nn
刊,NOUN,dobj
，,PUNCT,punct
第一,NUM,dep
卷,NUM,mark:clf
，,PUNCT,punct
第一,NUM,ccomp
期,NUM,mark:clf
，,PUNCT,punct
民國,PROPN,dep
91,NOUN,dep
年,PUNCT,punct
2,NUM,dep
月,NOUN,dobj
。,PUNCT,punct
圖,NOUN,compound:nn
4.1,NUM,dep
-3,PUNCT,punct
環境,NOUN,compound:nn
特性,NOUN,compound:nn
分析,NOUN,nmod:assmod
之,PART,case
作業,NOUN,compound:nn
流程,NOUN,ROOT
"

 

",SPACE,ROOT
3,NUM,dep
.,PUNCT,mark:clf
盤查,NOUN,compound:nn
分析,NOUN,ROOT
"

",SPACE,nmod:assmod
（,PUNCT,punct
1,NUM,dep
）,PUNCT,punct
盤,NOUN,compound:nn
查項,NOUN,compound:nn
目與,NOUN,cc
方式,NOUN,ROOT
"

",SPACE,punct
本次,DET,compound:nn
作業,NOUN,nmod:assmod
之,PART,case
主要,ADJ,amod
盤查,NOUN,compound:nn
項目,NOUN,nsubj
為台,PROPN,compound:nn
灣信,PROPN,compound:nn
越,PROPN,compound:nn
半,NOUN,compound:nn
導體,NOUN,compound:nn
公司,NOUN,nmod:assmod
於,ADP,case
西元,ADJ,compound:nn
2000,NOUN,dep
年廠,NOUN,nmod:prep
區,NOUN,appos
"
",SPACE,nsubj
作業,VERB,ROOT
所有,DET,amod
之,PART,case
輸,NOUN,conj
入與,CCONJ,cc
輸出,NOUN,compound:nn
資料,NOUN,conj
。,PUNCT,punct
輸入,VERB,acl
的,PART,mark
部分,NOUN,nsubj
包括,VERB,ROOT
原物,NOUN,conj
料與,CCONJ,cc
能,NOUN,compound:nn
資源,NOUN,nmod:assmod
之,PART,case
種類,NOUN,conj
與數,CCONJ,cc
"
",SPACE,appos
量,PUNCT,dobj
；,PUNCT,punct
輸出,VERB,acl
的,PART,mark
部分,NOUN,nsubj
包括,VERB,conj
產品,NOUN,compound:nn
產量,NOUN,conj
、,PUNCT,punct
污染物,NOUN,dobj
（,PUNCT,punct
包括,VERB,parataxis:prnmod
水污,NOUN,compound:nn
染物,NOUN,conj
、,PUNCT,punct
空氣,NOUN,compound:nn
污染物,NOUN,dep
與廢,NOUN,dobj
"
",SPACE,punct
棄物,NOUN,dobj
）,PUNCT,punct
種,NOUN,conj
類與,CCONJ,cc
數量,PUNCT,parataxis:prnmod
。,PUNCT,punct
上述,ADJ,amod
所有,DET,det
資料,NOUN,compound:nn
數據,NOUN,nsubj
，,PUNCT,punct
均,ADV,advmod
由,ADP,case
台,PROPN,compound:nn
灣信,PROPN,compound:nn
越,PROPN,compound:nn
半,NOUN,compound:nn
導體,NOUN,compound:nn
公司,NOUN,nmod:prep
提供,VERB,ROOT
，,PUNCT,punct
"
",SPACE,punct
並,CCONJ,cc
由,ADP,case
工研院,PROPN,nmod:assmod
環安,NOUN,compound:nn
中心,NOUN,nmod:prep
進行,VERB,conj
數據,NOUN,nmod:assmod
之,PART,case
運算,NOUN,dobj
，,PUNCT,punct
一旦,SCONJ,advmod
發現,VERB,dep
異常值,NOUN,dobj
再,ADV,advmod
與該,ADP,case
公司,NOUN,nmod:prep
確認,VERB,conj
數,PUNCT,dobj
"
",SPACE,dobj
據,NOUN,nmod:assmod
的,PART,case
正確性,NOUN,dobj
。,PUNCT,punct
"

",SPACE,punct
原物料,NOUN,conj
、,PUNCT,punct
能,NOUN,compound:nn
資源,NOUN,compound:nn
使用,NOUN,dep
與產品,NOUN,punct
產量,NOUN,compound:nn
資料,NOUN,nsubj
，,PUNCT,punct
為該,VERB,det
公司,NOUN,compound:nn
內部,NOUN,nmod:assmod
之,PART,case
統計,NOUN,compound:nn
數據,NOUN,ROOT
。,PUNCT,punct
空,ADV,advmod
"

",SPACE,punct
確定,VERB,acl
作,NOUN,compound:nn
業目,NOUN,compound:nn
的,NOUN,conj
與進行,CCONJ,cc
方式,NOUN,dobj
"

",SPACE,punct
進行,VERB,ROOT
盤查,NOUN,compound:nn
分析,NOUN,dep
"
",SPACE,punct
數據,NOUN,case
資料,NOUN,compound:nn
收集,NOUN,parataxis:prnmod
與會,NOUN,dep
整,VERB,parataxis:prnmod
"

",SPACE,punct
進行,VERB,conj
LCA,PUNCT,punct
運算,NOUN,compound:nn
"

",SPACE,dobj
計算,NOUN,compound:nn
結果,NOUN,compound:nn
分析,NOUN,conj
與討,CCONJ,cc
論,PUNCT,dobj
"

",SPACE,punct
報告,NOUN,compound:nn
撰寫,NOUN,nmod:assmod
